timestamp,accX,accY,accZ
2965502299000,2.6,-17.39,0.50395286
2965552409000,2.22,-14.82,1.9477097
2965602336000,1.12,-4.99,4.0588636
2965652324000,0.42,-4.63,0.8036005
2965702312000,0.04,-3.21,0.61291564
2965752299000,0.31,-5.41,-0.42223078
2965802318000,0.08,-8.69,-0.19068487
2965852336000,-0.04,-9.85,5.434519
2965902293000,0.95,-10.46,-2.0294318
2965952342000,3.45,-16.93,-0.14982383
2966002330000,5.52,-12.79,1.7570249
2966052318000,4.86,-16.85,-0.7218784
2966102336000,5.13,-10.72,3.0237172
2966152293000,0.93,-5.28,2.5333846
2966202312000,0.23,-4.67,1.920469
2966252299000,1.12,-5.43,0.040861044
2966302348000,1.61,-5.41,1.3756552
2966352336000,3.02,-7.65,-0.3405087
2966402293000,1.88,-8.2,0.50395286
2966452312000,0.31,-9.92,-1.1441092
2966502330000,2.56,-17.35,0.23154591
2966552379000,3.68,-19.61,1.9885708
2966602306000,0.46,-14.67,-1.0351465
2966652263000,-2.03,-5.43,-1.0351465
2966702312000,-0.8,-3.49,-0.9125633
2966752299000,0.57,-6.7,1.0351465
2966802348000,5.24,-10.5,5.325556
2966852336000,-1.46,-9.23,1.2666923
2966902293000,0.11,-12.22,1.4982382
2967002330000,1.27,-11.73,-0.10896278
2967052318000,1.61,-7.97,-1.2258313
2967102306000,3.15,-9.11,-0.42223078
2967152293000,4.21,-12.26,-0.14982383
2967202312000,-1.27,-11.88,1.1849703
2967252299000,-3.06,-6.28,-0.53119355
2967302318000,0.95,-8.66,-0.46309182
2967352306000,1.95,-10.38,-0.84446156
2967352306000,1.95,-10.38,-0.84446156
2967452403000,2.68,-9.08,1.7570249
2967502269000,3.64,-9.34,2.5606253
2967552470000,3.15,-13.95,7.8861814
2967602306000,0.65,-12.15,1.9885708
2967652293000,1.42,-8.16,-3.173541
2967702281000,-1.31,-7.31,-3.173541
2967752299000,1.73,-12.76,-1.56634
2967802379000,1.46,-10.23,1.3075534
2967852489000,-0.04,-6.43,0.6537767
2967902446000,0.38,-7.25,-0.50395286
2967952373000,2.3,-8.73,3.7864566
2968002299000,0.84,-5.94,5.175732
2968052348000,0.99,-5.75,0.84446156
2968102428000,1.33,-5.6,-0.9125633
2968152293000,0.76,-9.66,1.7978859
2968202342000,0.27,-14.71,2.8330324
2968252330000,3.21,-16.02,6.510526
2968302318000,8.73,-17.35,4.8216033
2968352397000,5.6,-6.85,2.7921712
2968402293000,0.99,-5.13,1.4165162
2968452312000,0.89,-6.59,0.42223078
2968502299000,0.84,-5.48,2.7649305
2968552318000,2.96,-5.63,3.1463003
2968602306000,0.99,-9.58,1.2258313
2968652293000,1.38,-7.89,-0.19068487
2968702312000,1.12,-13.06,-0.5720546
2968752299000,1.04,-18.58,-1.0760075
2968802318000,1.33,-16.17,0.14982383
2968852397000,1.04,-11.65,1.4165162
2968902293000,0.89,-5.86,5.5162406
2968952342000,-0.19,-5.79,0.08172209
2969002299000,0.04,-2.53,1.6480621
2969052318000,1.12,-4.94,0.42223078
2969102306000,1.38,-8.92,3.9090397
2969152293000,0.34,-8.77,1.1168685
2969202312000,0.5,-15.66,0.88532263
2969252299000,5.43,-18.58,4.399372
2969302318000,6.63,-16.74,3.255263
2969352458000,3.41,-10.0,2.2609777
2969402293000,1.57,-3.87,2.1111538
2969452312000,1.14,-1.5,1.9885708
2969502299000,0.8,-5.13,0.46309182
2969552318000,0.27,-10.08,3.5957718
2969602306000,1.5,-7.4,0.08172209
2969652293000,0.93,-7.63,-0.50395286
2969702312000,-0.46,-14.1,0.61291564
2969752299000,1.31,-19.61,-1.4982382
2969802318000,1.54,-14.98,-0.6537767
2969852458000,0.46,-9.19,1.7297841
2969902293000,0.65,-5.71,1.1168685
2969952342000,2.64,-1.99,6.742072
2970002299000,0.69,-5.24,2.7921712
2970052318000,0.38,-8.27,2.6832085
2970102306000,1.31,-9.72,-0.040861044
2970152293000,0.93,-13.38,0.88532263
2970202312000,5.63,-17.39,3.9090397
2970252299000,7.63,-19.19,2.4925237
2970302318000,3.17,-10.65,1.4573772
2970352428000,1.04,-4.79,1.2258313
2970402293000,0.42,-2.75,0.6946377
2970452342000,1.18,-1.42,3.6774938
2970502299000,-0.42,-7.12,1.6480621
2970552318000,0.93,-5.63,-1.2258313
2970602336000,0.38,-9.04,-0.50395286
2970652354000,2.34,-18.58,2.5606253
2970702312000,4.21,-19.61,-1.525479
2970752299000,0.84,-15.05,-0.5720546
2970802318000,0.04,-4.37,8.471856
2970852397000,0.5,-3.3,1.7978859
2970902293000,0.89,-2.45,-0.38136974
2970952342000,1.04,-3.15,-0.95342433
2971002299000,1.54,-7.55,-0.42223078
2971052318000,2.87,-11.26,4.903325
2971102306000,3.49,-16.32,4.5219555
2971152293000,4.21,-18.77,6.4015636
2971202312000,6.63,-17.54,2.1111538
2971252299000,4.75,-8.31,1.9477097
2971302318000,1.38,-4.44,2.2609777
2971352397000,0.19,-3.45,0.50395286
2971402293000,0.42,-3.64,-1.920469
2971452312000,-0.3,-4.9,7.504812
2971502299000,2.34,-7.16,-0.6946377
2971552318000,-0.11,-8.69,-1.334794
2971602306000,1.46,-13.99,1.7297841
2971652263000,1.46,-19.5,1.0351465
2971702312000,3.53,-18.92,-2.3699405
2971752299000,0.93,-10.27,1.3756552
2971802318000,0.27,-3.98,3.336985
2971852519000,1.46,-0.23,2.1111538
2971902293000,0.34,-0.57,0.84446156
2971952342000,0.89,-3.64,1.1168685
2972002299000,1.92,-8.47,0.95342433
2972052318000,4.52,-18.85,6.5922484
2972102306000,8.01,-19.57,7.205164
2972152293000,5.37,-13.02,0.6537767
2972202312000,2.91,-6.4,1.4165162
2972252330000,0.89,-4.14,1.1168685
2972302318000,0.76,-4.14,0.313268
2972352428000,-1.73,-4.52,4.5219555
2972402293000,3.95,-8.12,-0.23154591
2972452312000,1.46,-7.59,0.38136974
2972512370000,0.65,-7.21,-0.3405087
2972562297000,2.37,-14.48,-2.1383946
2972612559000,3.45,-19.61,1.2258313
2972662273000,1.73,-15.98,0.040861044
2972712260000,0.89,-6.59,4.7943625
2972762248000,0.99,-5.05,4.140586
2972812297000,0.61,-5.28,1.4165162
2972862376000,0.93,-3.45,0.19068487
2972912303000,1.54,-4.1,-0.29964766
2972962352000,0.53,-8.27,-1.607201
2972962352000,0.53,-8.27,-1.607201
2972962352000,0.53,-8.27,-1.607201
2973112193000,5.86,-17.73,4.5628166
2973162303000,5.75,-15.55,2.7240696
2973212291000,4.1,-8.62,2.9147544
2973262279000,1.42,-4.25,1.2258313
2973312297000,0.84,-2.37,-0.3405087
2973362315000,-0.99,-2.45,1.2666923
2973412303000,1.54,-6.74,0.95342433
2973462291000,0.99,-7.63,0.08172209
2973512279000,-1.53,-8.16,3.255263
2973562297000,4.71,-14.63,1.56634
2973612285000,2.15,-18.35,-1.1441092
2973662303000,2.72,-17.08,-10.800936
2973712230000,2.41,-15.66,-0.19068487
2973762279000,-0.72,-7.86,3.0237172
2973812236000,-0.5,-2.03,0.3405087
2973862315000,0.99,-3.87,-1.7297841
2973912273000,0.31,-5.56,-0.6537767
2973962382000,-0.8,-3.36,1.56634
2974012279000,-0.34,-7.55,3.173541
2974062297000,0.31,-14.9,0.42223078
2974112285000,0.65,-14.71,1.334794
2974162303000,2.18,-15.79,1.6480621
2974212230000,3.15,-18.62,0.9942854
2974262309000,4.82,-15.7,2.070293
2974312266000,0.31,-5.56,0.42223078
2974362407000,-0.95,-8.81,0.313268
2974412242000,2.15,-7.35,2.070293
2974462291000,2.34,-5.79,2.1792557
2974512279000,-0.69,-6.74,-0.29964766
2974562297000,2.91,-12.72,4.671779
2974612285000,1.88,-15.24,1.920469
2974662303000,-1.27,-12.07,-0.9942854
2974712260000,-1.61,-8.73,-5.7477865
2974762309000,0.69,-13.99,2.3426998
2974812266000,-1.14,-9.58,-2.9147544
2974862315000,1.18,-9.3,1.6480621
2974912273000,0.5,-9.43,0.88532263
2974962443000,0.89,-9.15,2.2201166
2975012279000,1.18,-9.81,0.040861044
2975062297000,0.27,-8.77,0.50395286
2975112529000,-1.57,-8.73,-0.95342433
2975162273000,-3.53,-10.08,3.8681788
2975212230000,-3.76,-7.01,-0.6537767
2975262279000,-2.91,-5.05,-0.040861044
2975312266000,-3.6,-8.81,-1.4573772
2975362315000,-2.64,-10.23,-5.175732
2975412273000,-0.08,-11.26,-3.255263
2975462291000,2.64,-10.8,-0.7218784
2975512279000,-1.18,-10.95,1.1441092
2975562297000,-4.02,-10.88,1.9885708
2975612285000,-1.99,-10.27,2.6014864
2975662303000,1.95,-8.69,2.4516625
2975712260000,-1.88,-9.04,1.5390993
3069832286000,-1.04,8.39,3.636633
3069882335000,0.57,8.77,2.0294318
3069932262000,0.53,9.43,2.3018389
3069982432000,0.89,14.63,0.61291564
3070082194000,-5.13,14.63,0.61291564
3070082194000,-5.13,14.63,0.61291564
3070132457000,-7.74,15.02,1.3756552
3070182292000,-2.41,5.83,1.4982382
3070182292000,-2.41,5.83,1.4982382
3070282329000,-0.53,8.12,2.4516625
3070332347000,-2.07,10.04,1.1168685
3070382274000,-3.34,6.21,4.399372
3070432323000,-1.92,9.04,-0.42223078
3070482310000,-0.95,8.73,1.4573772
3070532329000,-1.65,10.57,1.334794
3070582255000,-0.69,13.33,-0.5720546
3070632335000,-1.42,15.43,0.27240697
3070682262000,-1.57,14.25,0.61291564
3070732341000,-0.23,7.74,-0.3405087
3070782268000,-0.53,4.25,1.1849703
3070832347000,-1.27,5.98,2.5333846
3070882396000,-1.57,9.19,2.3018389
3070932140000,-0.15,8.62,2.8330324
3070982280000,-0.53,8.28,1.8387469
3071032390000,-1.12,11.45,2.2609777
3071082317000,-3.15,15.09,1.7570249
3071132335000,-3.3,11.18,-1.3756552
3071182262000,-6.4,15.75,3.1054392
3071232341000,-1.5,6.78,1.0351465
3071282237000,-0.99,5.37,-0.23154591
3071332347000,-1.57,6.13,0.5720546
3071432323000,-3.72,9.96,4.4810944
3071482310000,-1.42,10.19,0.040861044
3071532329000,-0.89,10.5,-0.84446156
3071582255000,-1.31,15.24,-0.10896278
3071632304000,-0.5,10.73,0.23154591
3071682262000,-1.65,15.47,-0.14982383
3071732341000,-1.18,12.83,-0.61291564
3071782268000,-0.23,5.43,-0.14982383
3071832317000,-0.23,3.21,-0.27240697
3071882243000,-1.8,5.75,2.9556155
3071932323000,-2.18,6.82,2.6423476
3071982341000,-0.23,7.89,2.5606253
3072032298000,-0.91,11.45,2.0294318
3072082286000,-0.69,17.01,5.5571017
3072132365000,-3.64,13.29,-0.84446156
3072182262000,-7.35,14.94,2.5333846
3072232341000,-3.21,7.93,1.3075534
3072282268000,-1.5,5.6,0.7627395
3072332347000,-1.33,6.59,0.61291564
3072382274000,-0.65,5.71,1.7570249
3072432323000,-4.63,6.59,6.238119
3072483440000,-2.22,9.58,0.6537767
3072532268000,-2.03,12.07,-0.61291564
3072582347000,-0.42,13.63,-1.0760075
3072632274000,-1.84,13.21,0.53119355
3072682292000,-1.65,14.9,0.08172209
3072732280000,-1.23,12.37,-0.040861044
3072782298000,-0.46,6.85,-0.040861044
3072832286000,-0.34,3.11,-0.7627395
3072882335000,-0.5,2.49,-0.14982383
3072932262000,-2.87,10.08,8.730643
3072982432000,-0.34,8.05,1.3075534
3073032268000,-2.72,13.29,0.6946377
3073082347000,-0.72,13.63,2.2201166
3073132274000,-2.37,14.1,2.7921712
3073182323000,-5.2,15.43,-0.8036005
3073232280000,-5.05,10.69,2.6423476
3073282329000,-1.57,5.86,0.5720546
3073332286000,-1.73,6.89,0.50395286
3073382365000,-1.42,5.67,1.0760075
3073432292000,-0.91,4.21,2.4516625
3073482402000,-4.37,4.79,6.0201936
3073532237000,-1.42,7.82,-0.19068487
3073582347000,-2.26,13.14,-0.8036005
3073632426000,-2.98,19.46,-0.8036005
3073682323000,-2.18,16.25,1.0760075
3073732249000,-0.99,13.57,1.0760075
3073782298000,-0.27,8.01,-0.19068487
3073832347000,0.11,4.37,-0.27240697
3073882335000,-0.99,2.96,1.2666923
3073932262000,-1.99,5.75,4.1814466
3073982371000,-1.18,8.35,3.5276701
3074032268000,0.61,9.66,2.152015
3074082347000,-0.08,9.08,3.2961242
3074132274000,-3.49,14.52,5.09401
3074182353000,-5.13,13.18,-1.2258313
3074232280000,-10.27,15.28,3.7864566
3074282359000,-4.29,8.58,0.9942854
3074332286000,-1.92,7.55,-0.38136974
3074382335000,-2.18,9.53,0.9942854
3074432262000,-0.61,5.67,3.2961242
3074482371000,-1.42,0.34,5.09401
3074532268000,-2.6,6.36,2.5606253
3074582347000,-1.53,8.92,-0.040861044
3074632274000,-1.38,13.1,-2.070293
3074682323000,-2.53,18.31,-0.9942854
3074732280000,-2.37,19.57,0.92618364
3074782329000,0.23,14.41,-0.61291564
3074832652000,0.34,6.63,-0.29964766
3074882335000,-0.27,3.06,-1.607201
3074932262000,-0.69,2.76,1.3075534
3074982402000,-2.45,4.52,6.0474343
3075032268000,-0.08,5.09,1.6889231
3075082378000,0.15,12.15,4.0180025
3075132335000,0.15,14.41,0.7218784
3075182475000,-4.94,16.55,-2.5606253
3075232280000,-6.28,14.29,1.7297841
3075282329000,-4.29,13.4,0.9942854
3075332317000,-4.18,10.46,-1.1849703
3075382335000,-2.34,7.46,-0.040861044
3075432262000,-1.14,4.99,0.6537767
3075482371000,-1.18,3.83,1.1849703
3075532268000,-5.18,7.46,6.510526
3075582378000,-4.14,10.0,2.7649305
3075632304000,-0.08,10.04,-0.7218784
3075682292000,-0.53,16.97,0.84446156
3075732249000,-0.19,19.46,-1.3075534
3075782298000,1.5,14.33,-0.3405087
3075832286000,1.04,10.5,0.42223078
3075882335000,2.18,8.58,0.50395286
3075932292000,0.46,5.83,-1.2258313
3075982432000,-4.75,7.25,2.4925237
3076032268000,-2.56,9.0,2.0294318
3076082347000,0.76,12.6,0.53119355
3076132274000,0.69,15.47,-0.6537767
3076182323000,-0.38,10.8,-2.7240696
3076232280000,-1.31,9.11,-2.5606253
3076282329000,-0.3,10.53,-0.50395286
3076332286000,-2.34,9.38,0.08172209
3076382335000,-2.53,8.39,0.14982383
3076432262000,-2.68,8.89,0.10896278
3076532176000,-1.42,9.81,-1.6889231
3076532176000,-1.42,9.81,-1.6889231
3076582439000,-6.36,7.82,8.771504
3076632274000,-0.65,10.42,1.3756552
3076682323000,-2.49,14.02,-1.4573772
3076732280000,0.11,7.27,0.6946377
3076782268000,-0.23,6.89,-0.7627395
3076832286000,-1.31,10.8,-0.14982383
3076882335000,0.99,12.6,2.0294318
3076932323000,-1.23,8.92,2.4108016
3076982341000,-0.04,5.6,1.9885708
3077032237000,-0.04,6.13,1.3075534
3077082347000,-1.42,5.71,1.6889231
3077132274000,-2.11,7.27,2.1111538
3077182475000,-2.11,9.11,3.2961242
3077232280000,-0.3,8.16,2.9556155
3077282329000,-0.69,13.29,5.243834
3077332286000,-4.94,16.02,2.0294318
3077382335000,-8.05,14.48,4.7126403
3077432262000,-2.6,6.28,2.3426998
3077482371000,-0.91,6.59,1.3075534
3077532268000,-1.33,6.47,0.3405087
3077582347000,-0.5,4.1,0.53119355
3077632243000,-0.5,4.63,5.134871
3077682506000,-3.17,9.43,2.0294318
3077732249000,-1.53,11.37,1.4165162
3077782329000,-1.61,15.83,-2.8738933
3077832286000,-1.12,19.04,2.6423476
3077882335000,-2.07,13.91,0.8036005
3077932262000,-0.91,8.31,0.10896278
3077982341000,-0.72,6.02,0.14982383
3078032268000,-1.46,5.33,2.4108016
3078082347000,-3.3,5.24,3.1463003
3078132487000,-0.38,6.32,0.7218784
3078182353000,-0.08,7.86,2.982856
3078232158000,-0.65,8.89,2.3018389
3078282268000,-0.69,14.79,4.944186
3078332317000,-3.34,16.32,2.2609777
3078382274000,-7.44,14.71,3.1463003
3078432323000,-4.79,7.82,3.7864566
3078482310000,-1.61,4.37,1.7978859
3078532298000,-1.61,6.82,0.38136974
3078582286000,-1.31,7.35,3.445948
3078632335000,-4.02,7.31,3.0645783
3078682262000,-2.45,8.16,2.2201166
3078732341000,-0.57,6.28,0.50395286
3078782268000,-0.72,7.21,0.95342433
3078832347000,-2.03,12.15,0.08172209
3078882243000,-2.64,16.02,-1.1168685
3078932323000,-2.49,14.6,0.7218784
3078982341000,-2.34,16.78,0.95342433
3079032298000,-0.38,9.53,0.6946377
3079082347000,0.08,4.52,-0.9942854
3079132335000,-0.23,2.53,0.08172209
3079182262000,-2.03,3.06,4.140586
3079232341000,-0.3,5.22,1.3075534
3079282298000,-1.42,11.56,4.6036777
3079332347000,0.95,13.63,4.7126403
3079382243000,-3.06,16.82,5.6252036
3079432323000,-6.59,14.9,1.3756552
3079482341000,-7.27,13.29,2.4516625
3079532329000,-2.49,6.24,1.0760075
3079582286000,-1.76,5.63,0.040861044
3079632396000,-1.14,5.56,1.879608
3079682262000,-1.08,4.56,2.4516625
3079732310000,-4.02,4.02,6.2789803
3079782237000,-2.37,8.77,0.14982383
3079832317000,-1.5,11.22,-0.040861044
3079882243000,-0.72,17.92,-0.6537767
3079932323000,-2.56,17.69,0.3405087
3079982341000,-2.14,16.44,0.88532263
3080032329000,-0.3,9.7,0.10896278
3080082255000,-0.08,4.06,0.42223078
3080132335000,-0.27,0.53,-1.334794
3080182262000,-2.26,5.13,6.5922484
3080232402000,-0.61,5.63,2.2609777
3080282268000,-0.76,11.22,4.372132
3080332347000,0.53,10.88,2.5333846
3080382274000,-4.06,15.64,5.134871
3080432323000,-5.86,14.63,0.23154591
3080482829000,-9.43,15.51,5.012288
3080532329000,-3.72,5.71,2.9147544
3080582286000,-1.31,5.28,0.92618364
3080632335000,-0.84,6.7,2.9147544
3080682231000,-0.61,5.9,1.0760075
3080732341000,-3.53,4.44,3.486809
3080782268000,-2.34,6.09,1.56634
3080832347000,-1.61,8.85,1.1441092
3080932323000,-4.71,16.82,-1.2258313
3080982432000,1.65,17.47,4.3312707
3081032329000,-2.14,15.09,1.6480621
3081132335000,-0.8,5.48,0.23154591
3081182262000,-0.3,3.34,-0.3405087
3081232310000,-0.69,3.64,-0.3405087
3081282268000,-1.27,7.55,2.4516625
3081332317000,0.57,9.23,2.4516625
3081382274000,0.08,7.35,2.9147544
3081432353000,-1.76,14.48,2.4516625
3081482310000,-3.11,19.15,3.568531
3081532359000,-5.9,16.02,0.38136974
3081582317000,-3.72,5.52,3.636633
3081632335000,0.53,4.79,2.8738933
3081682262000,-1.5,7.93,0.14982383
3081732829000,-2.14,8.69,0.5720546
3081782268000,-1.5,6.47,2.4516625
3081832347000,-2.11,4.82,3.5276701
3081882274000,-2.53,7.67,0.7627395
3081932323000,-1.5,7.25,0.08172209
3081982341000,-2.11,10.23,1.2666923
3082032329000,-3.21,15.75,0.23154591
3082082255000,-3.26,18.47,0.38136974
3082132335000,-1.42,16.63,2.7240696
3082182231000,-0.5,11.03,0.10896278
3082232341000,0.23,4.29,0.84446156
3082334636000,-1.14,4.29,0.84446156
3082334636000,-1.14,4.29,0.84446156
3082334636000,-1.14,4.29,0.84446156
3082442271000,-0.95,8.5,2.9556155
3082442271000,-0.95,8.5,2.9556155
3082542277000,-0.42,11.22,1.607201
3082542277000,-0.42,11.22,1.607201
3082642284000,-5.13,12.68,0.6946377
3082642284000,-5.13,12.68,0.6946377
3082742290000,-4.63,11.96,0.95342433
3082742290000,-4.63,11.96,0.95342433
3082842296000,-1.18,5.6,0.08172209
3082842296000,-1.18,5.6,0.08172209
3082942302000,-1.53,6.32,0.46309182
3082942302000,-1.53,6.32,0.46309182
3083042277000,-4.06,10.61,4.0180025
3083042277000,-4.06,10.61,4.0180025
3083142284000,-2.72,7.63,3.445948
3083142284000,-2.72,7.63,3.445948
3083242381000,-0.08,15.7,-1.9477097
3083242381000,-0.08,15.7,-1.9477097
3083342296000,0.61,13.67,-0.42223078
3083342296000,0.61,13.67,-0.42223078
3083442241000,0.99,5.48,0.08172209
3083442241000,0.99,5.48,0.08172209
3083542277000,-0.23,8.96,-0.3405087
3083542277000,-0.23,8.96,-0.3405087
3083642284000,-2.03,14.67,1.3756552
3083642284000,-2.03,14.67,1.3756552
3083692302000,-0.23,13.53,1.879608
3083792644000,-0.08,8.2,-0.10896278
3083792644000,-0.08,8.2,-0.10896278
3083892314000,0.27,12.34,4.7943625
3083892314000,0.27,12.34,4.7943625
3083992290000,0.89,7.59,1.1849703
3083992290000,0.89,7.59,1.1849703
3084092296000,-0.46,10.65,-1.0351465
3084092296000,-0.46,10.65,-1.0351465
3084192271000,-3.6,9.11,5.09401
3084192271000,-3.6,9.11,5.09401
3084292277000,-4.82,6.21,5.9793324
3084292277000,-4.82,6.21,5.9793324
3084392284000,-1.08,12.3,-0.53119355
3084392284000,-1.08,12.3,-0.53119355
3084492320000,0.08,6.97,0.08172209
3084492320000,0.08,6.97,0.08172209
3084592265000,-0.61,11.03,-0.6537767
3084592265000,-0.61,11.03,-0.6537767
3084692271000,-1.33,9.72,0.38136974
3084692271000,-1.33,9.72,0.38136974
3084792308000,-2.96,9.85,4.5628166
3084792308000,-2.96,9.85,4.5628166
3084892314000,-0.46,11.35,1.0760075
3084892314000,-0.46,11.35,1.0760075
3084992320000,-1.31,8.96,0.42223078
3084992320000,-1.31,8.96,0.42223078
3085092265000,-4.44,10.88,0.3405087
3085092265000,-4.44,10.88,0.3405087
3085192607000,-0.91,6.28,1.1168685
3085192607000,-0.91,6.28,1.1168685
3085292277000,-1.31,7.4,1.4165162
3085292277000,-1.31,7.4,1.4165162
3085392345000,-3.6,7.25,3.2961242
3085392345000,-3.6,7.25,3.2961242
3085492473000,-0.84,8.31,0.9942854
3085542461000,-1.12,9.15,1.4982382
3085592174000,-1.31,10.19,2.7921712
3085642223000,-1.12,15.17,-0.23154591
3085642223000,-1.12,15.17,-0.23154591
3085742259000,-0.76,12.22,0.3405087
3085742259000,-0.76,12.22,0.3405087
3085842235000,-0.3,6.21,1.4982382
3085842235000,-0.3,6.21,1.4982382
3085942271000,-2.26,7.12,2.6423476
3085942271000,-2.26,7.12,2.6423476
3086042308000,-0.15,8.28,2.8738933
3086042308000,-0.15,8.28,2.8738933
3086142314000,0.61,8.62,3.173541
3086142314000,0.61,8.62,3.173541
3086242290000,-5.18,13.76,-0.19068487
3086242290000,-5.18,13.76,-0.19068487
3086342265000,-4.56,10.04,1.607201
3086342265000,-4.56,10.04,1.607201
3086442302000,-2.26,5.6,2.6832085
3086442302000,-2.26,5.6,2.6832085
3086542277000,-1.53,7.93,3.718355
3086542277000,-1.53,7.93,3.718355
3086642253000,-1.88,7.82,1.7297841
3086642253000,-1.88,7.82,1.7297841
3086742259000,-1.18,16.28,-0.7218784
3086742259000,-1.18,16.28,-0.7218784
3086842265000,-1.14,13.99,1.3075534
3086842265000,-1.14,13.99,1.3075534
3086942271000,-0.34,4.52,1.1849703
3086942271000,-0.34,4.52,1.1849703
3087042277000,-0.76,3.87,2.1792557
3087042277000,-0.76,3.87,2.1792557
3087142284000,-2.87,9.04,2.8330324
3087142284000,-2.87,9.04,2.8330324
3087242259000,-3.15,17.54,5.706926
3087242259000,-3.15,17.54,5.706926
3087342357000,-5.09,13.25,2.7921712
3087342357000,-5.09,13.25,2.7921712
3087442271000,-1.61,5.75,0.88532263
3087442271000,-1.61,5.75,0.88532263
3087542277000,-0.8,4.6,2.5606253
3087542277000,-0.8,4.6,2.5606253
3087642314000,-1.95,8.66,0.53119355
3087642314000,-1.95,8.66,0.53119355
3087742290000,-1.65,17.92,-0.50395286
3087742290000,-1.65,17.92,-0.50395286
3087842296000,-2.14,13.29,0.84446156
3087842296000,-2.14,13.29,0.84446156
3087942271000,-0.5,2.79,0.23154591
3087942271000,-0.5,2.79,0.23154591
3088052409000,-2.11,7.27,3.718355
3088052409000,-2.11,7.27,3.718355
3088102306000,-0.72,6.4,0.46309182
3088153270000,-1.14,10.95,1.9885708
3088202830000,-1.46,17.67,6.469665
3088253337000,-5.6,17.01,1.1441092
3088302867000,-6.66,14.98,0.23154591
3088353374000,-1.84,6.28,1.2258313
3088402904000,-1.12,5.22,-0.10896278
3088453471000,-1.18,5.01,0.53119355
3088553416000,-4.37,4.48,7.9679036
3088602916000,-1.57,9.47,-0.6946377
3088653392000,-0.99,15.98,-1.2666923
3088702891000,-4.75,19.57,-0.38136974
3088753429000,-1.38,15.36,1.920469
3088802928000,-0.46,5.41,0.10896278
3088853435000,0.04,1.99,-0.27240697
3088902995000,-0.34,0.84,-1.4982382
3088953502000,-3.34,7.01,10.038197
3089003001000,-0.3,9.34,2.7649305
3089053508000,-1.42,10.61,3.255263
3089103007000,-3.17,19.42,7.8180795
3089152537000,-5.82,17.2,-1.2258313
3089203014000,-2.22,8.62,3.7864566
3089253490000,-1.76,7.35,0.84446156
3089303050000,-2.14,7.89,0.7627395
3089352550000,-1.31,5.71,1.0351465
3089402995000,-0.95,4.02,-0.9942854
3089452525000,-2.75,4.06,11.454713
3089503062000,-2.68,8.35,0.23154591
3089552501000,-1.53,9.62,-0.27240697
3089603618000,-3.02,17.97,-1.0760075
3089653239000,-2.87,19.5,0.42223078
3089702678000,-1.42,13.33,1.7297841
3089753245000,-0.19,7.67,1.5390993
3089802775000,1.61,3.34,3.0237172
3089853282000,0.34,4.37,1.9885708
3089902843000,-0.95,4.63,0.08172209
3089953349000,-1.57,8.77,3.255263
3090002879000,1.38,8.47,3.6774938
3090053325000,-0.8,9.34,2.6014864
3090102794000,-2.64,15.83,2.982856
3090153270000,-3.45,12.72,0.9942854
3090202739000,-6.02,13.53,1.7570249
3090253276000,-5.37,13.4,1.9477097
3090302745000,-1.95,5.01,-0.10896278
3090353252000,-1.14,3.91,2.7921712
3090402751000,-0.08,6.09,3.336985
3090453258000,-1.76,8.05,0.53119355
3090502818000,-1.73,7.74,4.944186
3090553325000,-1.53,7.12,0.10896278
3090602824000,-0.11,7.74,0.7218784
3090653392000,-2.6,16.55,0.8036005
3090702830000,-3.06,18.58,0.6537767
3090753307000,-1.73,12.41,-0.10896278
3090802806000,0.19,7.67,3.0237172
3090853435000,1.12,5.67,3.6774938
3090902782000,-1.88,6.93,1.1849703
3090953288000,-0.8,8.2,1.334794
3091012431000,0.08,9.47,2.3426998
3091062297000,1.31,7.74,3.568531
3091112315000,-1.08,12.03,0.10896278
3091162303000,-3.76,16.21,-3.0237172
3091212291000,-5.01,17.67,-1.2258313
3091262370000,-4.06,13.95,2.6832085
3091312663000,1.92,10.38,1.879608
3091362315000,-1.31,4.25,-0.27240697
3091412395000,0.08,5.24,1.4982382
3091462291000,-1.08,8.54,1.920469
3091512340000,-3.06,9.72,2.2201166
3091562297000,-2.45,12.18,2.2609777
3091612346000,-8.62,10.99,11.372991
3091712291000,0.04,8.89,-0.23154591
3091762309000,-0.19,8.66,0.88532263
3091812327000,0.08,10.88,-0.19068487
3091862315000,-0.15,10.5,0.3405087
3091912334000,-0.23,8.39,0.14982383
3091962352000,-0.65,8.58,0.08172209
3092012340000,-2.34,9.53,1.0760075
3092062297000,-3.79,9.7,3.8273177
3092112315000,-1.27,9.81,1.1168685
3092162303000,-0.08,11.03,0.6946377
3092212657000,0.04,13.1,1.6480621
3092262309000,-0.08,11.11,0.6946377
3092312297000,-1.76,10.57,-0.29964766
3092362315000,-2.34,9.53,-2.1111538
3092412303000,-3.41,9.96,-1.607201
3092462291000,-3.17,9.66,-0.84446156
3092512340000,2.03,9.15,3.8681788
3092562297000,1.14,8.47,1.2666923
3092612346000,-1.31,7.89,0.38136974
3092662303000,-1.08,8.81,3.2961242
3092712291000,-2.83,6.47,5.012288
3092762309000,-1.14,6.63,0.23154591
3092812358000,-0.91,5.13,0.42223078
3092862285000,0.08,7.93,5.706926
3092912425000,-1.73,10.99,-0.5720546
3092962352000,-1.23,10.53,3.0237172
