timestamp,x-axis,y-axis,z-axis
-0.00083465,-0.27,0.55,0.28
-0.0008331333333333334,-0.14,0.83,0.13
-0.0008336333333333333,-0.38,0.40,0.12
-0.0008321166666666668,-0.05,0.30,0.10
-0.0008341500000000001,-0.01,0.19,0.05
-0.0008331166666666667,-0.16,0.15,0.08
-0.00083365,-0.02,0.51,0.25
-0.0008336333333333333,-0.11,0.62,0.31
-0.0008336333333333333,-0.13,0.38,0.30
-0.0008321166666666668,-0.45,0.94,-0.01
-0.0008341500000000001,-0.61,0.35,-0.25
-0.0008326166666666666,-0.28,0.76,-0.23
-0.00083465,-0.09,0.51,-0.07
-0.0008341500000000001,-0.07,0.40,-0.10
-0.00083365,0.03,0.43,-0.13
-0.0008316,-0.04,0.46,0.09
-0.0008341500000000001,-0.02,0.47,0.01
-0.0009984333333333333,0.07,0.60,0.06
-0.0008331166666666667,-0.21,0.45,0.11
-0.0008341500000000001,-0.18,0.43,0.04
-0.0008331333333333334,-0.10,0.51,0.07
-0.00083465,-0.22,0.51,0.03
-0.0008311,-0.26,0.66,-0.07
-0.0008341500000000001,-0.47,0.68,-0.03
-0.0008331333333333334,-0.29,0.58,0.03
-0.0008331333333333334,-0.22,0.45,0.10
-0.0008331166666666667,-0.05,0.36,0.03
-0.00083365,-0.03,0.32,-0.01
-0.0008331166666666667,-0.06,0.20,0.05
-0.00083365,-0.01,0.17,0.10
-0.0008326166666666666,0.03,0.21,0.12
-0.0008341500000000001,-0.07,0.28,-0.00
0.0,-0.12,0.58,0.32
-0.0016667666666666668,-0.12,0.58,0.32
-0.0008336333333333333,-0.26,0.48,0.18
-0.0008331333333333334,-0.13,0.44,0.01
-0.0008336333333333333,-0.24,0.74,0.14
-0.0008326333333333334,-0.10,0.75,0.09
-0.0008336333333333333,-0.37,0.53,-0.13
-0.0008326166666666666,-0.07,0.59,0.01
-0.00083365,-0.15,0.44,0.01
-0.0008341333333333334,-0.10,0.35,0.09
-0.0008331333333333334,-0.02,0.29,0.09
-0.0008331333333333334,0.00,0.03,0.00
-0.0008336333333333333,0.07,0.30,-0.04
-0.0008326333333333334,0.17,0.78,0.08
-0.0008336333333333333,-0.00,0.47,0.22
-0.0008331333333333334,-0.13,0.88,0.34
-0.0008336333333333333,-0.36,0.82,0.17
-0.0008326166666666666,-0.09,0.63,0.17
-0.00083365,-0.25,0.35,0.09
-0.0008331166666666667,-0.12,0.22,-0.02
-0.0008341500000000001,-0.08,0.12,-0.01
-0.0008326166666666666,0.08,0.16,0.04
-0.0008341500000000001,0.13,0.36,0.06
-0.0008326333333333334,-0.12,0.48,0.29
-0.0008336333333333333,-0.31,0.58,0.32
-0.0008326166666666666,-0.31,0.71,-0.19
-0.0008341500000000001,-0.17,0.80,0.14
-0.0016662666666666668,-0.20,0.72,-0.05
-0.0008341333333333334,-0.09,0.34,-0.03
-0.0008331333333333334,-0.05,0.32,0.05
-0.0008331333333333334,0.04,0.33,0.07
-0.0008336333333333333,-0.08,0.36,0.05
-0.0008321166666666668,0.01,0.45,0.06
-0.0008341500000000001,-0.01,0.56,0.13
-0.0008331333333333334,-0.09,0.55,0.26
-0.0008336333333333333,-0.14,0.78,0.23
-0.0008331333333333334,-0.22,0.71,0.06
-0.0008331333333333334,-0.26,0.37,0.11
-0.0008331166666666667,-0.10,0.41,0.12
-0.0008351666666666667,-0.06,0.33,0.10
-0.0008316,-0.09,0.17,0.04
-0.0008341500000000001,-0.04,0.26,0.14
-0.0008326333333333334,-0.04,0.42,0.15
-0.0008341333333333334,-0.26,0.38,0.12
-0.0008321166666666668,-0.26,0.43,0.22
-0.0008346666666666668,-0.10,0.59,-0.01
-0.0008321000000000001,-0.34,0.67,0.31
-0.00083365,-0.02,0.61,-0.14
-0.0008331166666666667,0.05,0.80,-0.01
-0.0008346666666666668,-0.06,0.44,0.06
-0.0008321000000000001,-0.08,0.37,0.03
-0.0008341500000000001,-0.09,0.32,0.10
-0.0008326333333333334,-0.07,0.26,0.09
-0.0008336333333333333,0.06,0.36,0.02
-0.0008331333333333334,-0.02,0.47,0.06
-0.0008341500000000001,-0.03,0.56,0.20
-0.0008331166666666667,-0.22,0.94,0.31
-0.0008331333333333334,-0.41,0.61,0.07
-0.0008326166666666666,-0.19,0.47,0.12
-0.0008346666666666668,-0.15,0.33,0.05
-0.0008321000000000001,-0.08,0.17,-0.01
-0.0008341500000000001,-0.07,0.16,0.06
-0.0008326333333333334,0.13,0.42,0.20
-0.0008341333333333334,-0.11,0.39,0.17
-0.0008326333333333334,-0.40,0.32,0.28
-0.00083465,-0.14,0.67,-0.03
-0.00166525,-0.33,0.71,0.28
-0.0008336333333333333,-0.16,0.69,0.04
-0.0008331333333333334,-0.10,0.44,0.04
-0.0008331166666666667,-0.07,0.34,0.04
-0.0008341500000000001,-0.01,0.27,0.04
-0.0008321166666666668,0.01,0.23,0.05
-0.00083465,-0.01,0.45,0.10
-0.0008321166666666668,0.04,0.48,0.12
-0.0008346666666666668,-0.06,0.57,0.22
-0.0008326166666666666,-0.19,0.84,0.28
-0.0008336333333333333,-0.21,0.68,0.07
-0.0008331333333333334,-0.23,0.45,0.14
-0.0008331333333333334,-0.15,0.32,0.04
-0.0008331166666666667,-0.04,0.26,-0.00
-0.0008341500000000001,-0.01,0.23,0.06
-0.0008326333333333334,0.12,0.45,0.18
-0.0008336333333333333,-0.19,0.42,0.13
-0.0008331333333333334,-0.33,0.37,0.36
-0.0008336333333333333,-0.09,0.59,-0.36
-0.0008331333333333334,-0.34,0.87,0.09
-0.0008331333333333334,-0.14,0.75,0.05
-0.0008336333333333333,-0.09,0.59,-0.06
-0.0008331333333333334,-0.04,0.40,0.04
-0.0008341500000000001,0.01,0.32,0.14
-0.0008331166666666667,-0.01,0.18,0.00
-0.0008321166666666668,0.03,0.44,0.05
-0.00083465,0.07,0.50,0.12
-0.0008326333333333334,-0.02,0.54,0.18
-0.0008336333333333333,-0.19,0.84,0.24
-0.0008326166666666666,-0.31,0.67,0.08
-0.00083365,-0.23,0.62,0.14
-0.0008336333333333333,-0.13,0.34,0.05
-0.0008336333333333333,-0.15,0.21,-0.01
-0.00083365,-0.13,0.12,0.02
0.0,0.07,0.34,0.06
-0.0016662500000000002,0.07,0.34,0.06
-0.0008341500000000001,-0.15,0.45,0.48
0.0,-0.14,0.69,-0.24
-0.0010091166666666668,-0.14,0.69,-0.24
-0.0008249833333333333,-0.25,0.69,0.47
-0.0008326333333333334,-0.13,0.69,-0.44
-0.0008326166666666666,0.06,0.52,0.16
-0.0008402500000000001,-0.03,0.42,-0.01
-0.0008265166666666668,-0.01,0.33,0.03
-0.0008387166666666666,-0.00,0.26,0.02
-0.0008280500000000001,0.12,0.49,0.16
-0.0008361833333333334,-0.01,0.70,0.23
-0.0008305833333333335,-0.60,0.96,-0.04
-0.0008351666666666667,-0.52,0.66,0.16
-0.0008311,-0.25,0.70,0.16
-0.0008366833333333333,-0.03,0.28,-0.01
-0.0008300833333333334,-0.10,0.04,-0.10
0.0,0.04,0.15,0.02
-0.0016703333333333333,0.04,0.15,0.02
-0.00082905,-0.03,0.78,0.27
-0.0008367,-0.09,0.81,0.60
-0.0008377,-0.29,0.47,0.08
-0.0008265166666666668,-0.16,0.78,0.00
-0.0008412666666666667,-0.31,-0.08,0.05
-0.0008255000000000001,-0.24,0.76,-0.25
-0.0008407666666666667,0.00,0.61,0.06
-0.0008255000000000001,-0.12,0.41,-0.07
-0.0008417666666666667,-0.01,0.51,0.02
-0.0008255000000000001,-0.08,0.46,-0.00
-0.0008412833333333333,-0.05,0.46,0.01
-0.0008255000000000001,-0.05,0.47,0.01
-0.0008402500000000001,-0.08,0.48,-0.01
-0.0008265166666666668,-0.09,0.52,-0.05
-0.0008392333333333334,-0.11,0.50,0.00
-0.0008270166666666667,-0.12,0.48,-0.01
-0.0008412666666666667,-0.13,0.52,-0.00
-0.0008255000000000001,-0.18,0.54,0.02
-0.0008402500000000001,-0.18,0.61,-0.12
-0.0008260166666666667,-0.33,0.52,-0.01
-0.0008402500000000001,-0.14,0.52,-0.06
-0.0008275333333333334,-0.19,0.48,-0.04
-0.0008377166666666667,-0.24,0.43,0.03
-0.0008285500000000001,-0.17,0.47,0.01
-0.0008372000000000001,-0.18,0.36,-0.01
-0.00082905,-0.26,0.32,0.03
-0.0008372000000000001,-0.21,0.35,0.06
-0.0008295666666666668,-0.22,0.40,0.12
-0.0008372000000000001,-0.27,0.45,0.17
-0.0008295666666666668,-0.30,0.41,0.12
-0.0008377166666666667,-0.23,0.38,0.03
-0.0008290666666666667,-0.24,0.50,0.07
-0.0008377,-0.16,0.46,-0.01
-0.0008285500000000001,-0.23,0.39,-0.07
-0.0008799333333333333,-0.09,0.52,-0.01
-0.0009531666666666667,-0.09,0.52,-0.05
-0.0008336333333333333,-0.14,0.49,-0.04
-0.0008331333333333334,-0.15,0.48,-0.07
-0.0008326166666666666,-0.14,0.50,-0.03
-0.0010009833333333334,-0.12,0.53,-0.03
-0.0009989333333333334,-0.17,0.51,-0.03
-0.0008341500000000001,-0.13,0.46,-0.04
-0.0008331333333333334,-0.16,0.44,-0.05
-0.0008331166666666667,-0.15,0.43,-0.05
-0.00083365,-0.14,0.48,-0.05
-0.0008326166666666666,-0.09,0.52,-0.04
-0.0008377,-0.15,0.48,-0.03
-0.0008295833333333333,-0.08,0.49,-0.02
-0.0008341333333333334,-0.09,0.55,-0.01
-0.0008321166666666668,-0.21,0.63,-0.01
-0.00083365,-0.24,0.57,-0.06
-0.0008336333333333333,-0.27,0.58,-0.03
-0.0008331333333333334,-0.14,0.57,-0.16
-0.0008331166666666667,-0.06,0.49,-0.01
-0.00083365,-0.05,0.41,0.03
-0.0008321166666666668,-0.13,0.31,-0.03
-0.00083465,-0.10,0.27,0.04
-0.0008321166666666668,0.00,0.31,0.15
-0.00083465,0.01,0.66,0.36
-0.0008321166666666668,-0.10,0.44,0.17
-0.0008336333333333333,-0.19,0.67,0.13
-0.0008336333333333333,-0.19,0.32,0.00
-0.00083365,-0.18,0.55,-0.13
-0.0008331166666666667,-0.15,0.54,0.05
-0.00083365,-0.11,0.46,0.01
-0.0008326166666666666,-0.04,0.44,0.06
-0.0008341500000000001,-0.07,0.39,0.11
-0.0008326166666666666,-0.01,0.39,0.16
-0.00083465,-0.03,0.38,-0.02
-0.0008321166666666668,-0.01,0.32,0.03
-0.00083365,-0.02,0.54,0.00
-0.0008331166666666667,-0.10,0.48,0.12
-0.0008341500000000001,-0.11,0.49,0.17
-0.0008321166666666668,-0.04,0.52,0.21
-0.0008341500000000001,-0.20,0.94,0.19
-0.0008326166666666666,-0.17,0.63,0.11
-0.0008341500000000001,-0.14,0.41,0.17
-0.0008331333333333334,-0.15,0.34,0.08
-0.0008341333333333334,-0.07,0.23,0.05
-0.0008316166666666667,-0.12,0.27,0.06
-0.0008341500000000001,-0.12,0.28,0.04
-0.0008331166666666667,-0.04,0.24,0.06
-0.0008341500000000001,0.08,0.58,0.30
-0.0008321166666666668,0.00,0.55,0.36
-0.0008341500000000001,-0.15,0.39,0.09
-0.0008326166666666666,-0.17,0.65,0.15
-0.0008341500000000001,-0.24,0.75,-0.05
-0.0008321166666666668,-0.26,0.67,-0.02
-0.00083465,0.03,0.35,-0.03
-0.0008331333333333334,-0.04,0.45,0.10
-0.0008331333333333334,-0.01,0.33,0.06
-0.0008336333333333333,0.03,0.36,0.10
-0.0008331333333333334,0.07,0.49,0.14
-0.0008336333333333333,-0.10,0.51,0.26
-0.0008331333333333334,-0.10,0.87,0.12
-0.0008321166666666668,-0.19,0.42,0.03
-0.00083465,-0.06,0.26,0.02
-0.0008321166666666668,-0.08,0.26,0.18
-0.00083465,0.12,0.16,0.13
0.0,-0.04,0.68,0.09
-0.0011667833333333334,-0.04,0.68,0.09
-0.0008356833333333334,-0.45,0.49,0.41
-0.0008316,-0.18,0.74,-0.13
-0.0009989333333333334,0.12,0.57,0.06
-0.0008331333333333334,-0.10,0.45,-0.04
-0.0008341500000000001,0.00,0.52,0.09
-0.0008326166666666666,-0.08,0.45,0.05
-0.0008341500000000001,0.05,0.45,0.11
-0.0008326166666666666,-0.01,0.39,0.12
-0.0008341500000000001,0.03,0.52,0.15
-0.0008326333333333334,-0.05,0.61,0.27
-0.0008336333333333333,-0.17,0.76,0.16
-0.0008331333333333334,-0.11,0.39,-0.03
-0.0008336333333333333,-0.25,0.40,0.19
-0.0008326166666666666,-0.06,0.20,0.02
-0.0008341500000000001,-0.14,0.18,0.06
-0.0016642333333333336,0.01,0.52,0.39
0.0,-0.19,0.52,0.39
-0.0008341333333333334,-0.19,0.52,0.39
-0.0008346666666666668,-0.23,0.46,0.12
-0.0008331333333333334,-0.04,0.53,-0.01
-0.0013697166666666667,-0.07,0.78,0.06
0.0,-0.01,0.38,0.07
-0.0009643666666666668,-0.01,0.38,0.07
-0.0008387166666666666,-0.04,0.53,0.03
-0.0008270333333333334,0.03,0.51,0.14
-0.0008402500000000001,-0.06,0.44,0.10
-0.0008265166666666668,0.04,0.53,0.11
-0.0016667666666666668,0.03,0.42,0.14
-0.0008387166666666666,-0.12,0.70,0.12
-0.0008285666666666667,-0.34,0.39,0.19
-0.0008361666666666668,-0.12,0.22,0.16
-0.0008306000000000001,-0.15,0.32,0.16
-0.0008356666666666667,-0.11,0.17,0.10
-0.0008311,-0.04,0.31,0.05
-0.00083465,0.05,0.59,0.24
-0.0008316,0.01,0.54,0.20
-0.0008331333333333334,-0.30,0.49,0.26
-0.0008412666666666667,-0.19,0.42,0.19
-0.0008255000000000001,-0.14,0.68,0.07
-0.0008397500000000001,0.06,0.35,-0.03
-0.0008265166666666668,0.07,0.85,0.11
-0.0008397333333333334,-0.34,0.37,0.01
-0.0008270333333333334,0.01,0.49,0.02
-0.0008387166666666666,-0.02,0.49,0.09
-0.0008280500000000001,-0.03,0.49,0.09
-0.0008382166666666668,-0.08,0.42,0.08
-0.0008285500000000001,-0.02,0.45,0.05
-0.0008372000000000001,0.01,0.46,0.07
-0.0008290666666666667,-0.05,0.48,0.10
-0.0008366833333333333,-0.05,0.49,0.19
-0.0008300833333333334,-0.15,0.72,0.22
-0.0008356666666666667,-0.10,0.72,0.08
-0.0008311,-0.19,0.25,0.10
-0.0008336333333333333,0.02,0.38,0.19
-0.0008407666666666667,-0.04,0.32,0.11
-0.0008255000000000001,-0.18,0.16,0.05
-0.0008397333333333334,-0.06,0.26,0.12
-0.0008275333333333334,0.07,0.68,0.27
-0.0008387333333333333,-0.00,0.44,0.18
-0.0008280500000000001,-0.17,0.46,0.24
-0.0008366833333333333,-0.24,0.65,0.15
-0.0008295666666666668,-0.04,0.51,-0.00
-0.0008361833333333334,-0.05,0.69,0.08
-0.0008300833333333334,-0.22,0.40,-0.01
-0.0008356666666666667,-0.05,0.59,-0.02
-0.0008316,-0.01,0.44,-0.01
-0.00083365,0.01,0.54,0.05
-0.0008326166666666666,0.01,0.45,0.09
-0.0008331333333333334,0.03,0.41,0.07
-0.0008387166666666666,0.01,0.50,0.05
-0.0008417833333333334,-0.01,0.45,0.11
-0.0008249833333333333,0.02,0.49,0.17
-0.0008285500000000001,-0.02,0.62,0.27
-0.0008372000000000001,-0.07,0.66,0.10
-0.0008295833333333333,-0.26,0.42,0.17
-0.0008356666666666667,-0.08,0.32,0.16
-0.0008311,-0.03,0.38,0.22
-0.00083465,-0.09,0.22,0.12
-0.0008311,-0.08,0.33,0.17
-0.0008336333333333333,-0.05,0.37,0.14
-0.0008407666666666667,0.02,0.44,0.13
-0.000826,-0.05,0.50,0.21
-0.0008387333333333333,-0.15,0.51,0.22
-0.0008275333333333334,-0.19,0.51,0.33
-0.0008382166666666668,-0.23,0.68,0.22
-0.0008285500000000001,0.08,0.55,-0.20
-0.0008377,0.01,0.52,0.18
-0.0008295666666666668,-0.29,0.57,-0.17
-0.0008356833333333334,-0.29,0.49,-0.16
-0.0008305833333333335,-0.03,0.60,-0.09
-0.0008356666666666667,-0.10,0.51,-0.03
-0.0008311,-0.08,0.48,-0.04
-0.0008351666666666667,-0.04,0.46,-0.03
-0.0008305833333333335,-0.06,0.47,-0.00
-0.0008341500000000001,-0.10,0.50,-0.00
-0.0008407666666666667,-0.07,0.51,-0.01
-0.000826,-0.08,0.50,0.02
-0.0008397500000000001,-0.08,0.57,0.05
-0.0008265166666666668,-0.24,0.53,0.04
-0.0008397333333333334,-0.36,0.55,-0.15
-0.0008275333333333334,-0.22,0.64,-0.01
-0.0008387333333333333,-0.11,0.48,-0.01
-0.0008280333333333334,-0.14,0.47,0.05
-0.0008361833333333334,-0.15,0.36,0.06
-0.0008341500000000001,-0.13,0.29,0.00
-0.0008290666666666667,-0.09,0.37,0.11
-0.0008361833333333334,-0.08,0.34,0.14
-0.0008305833333333335,-0.05,0.35,0.15
-0.0008356666666666667,-0.04,0.54,0.21
-0.0008311,-0.03,0.59,0.35
-0.00083465,-0.18,0.43,-0.04
-0.0008321166666666668,-0.23,0.84,0.24
-0.0008336333333333333,-0.36,0.08,-0.04
-0.0008392333333333334,-0.25,0.53,-0.25
-0.0008270333333333334,0.09,0.66,0.09
-0.0008387333333333333,-0.13,0.46,-0.05
-0.0009948666666666666,-0.01,0.50,0.00
-0.0008341500000000001,-0.08,0.50,0.03
-0.0008336333333333333,-0.08,0.46,0.06
-0.0009979333333333335,-0.11,0.47,0.02
-0.0008331166666666667,-0.08,0.49,0.02
-0.0008346666666666668,-0.16,0.46,-0.00
-0.0008321000000000001,-0.18,0.56,0.04
-0.00083365,-0.14,0.57,0.06
-0.0008336333333333333,-0.37,0.44,0.06
-0.0008336333333333333,-0.17,0.65,-0.01
-0.0008331333333333334,-0.11,0.53,0.02
-0.00083365,-0.14,0.47,0.06
-0.0008326166666666666,-0.15,0.36,0.10
-0.0008341500000000001,-0.10,0.33,0.02
-0.0008321000000000001,-0.10,0.32,0.07
-0.0008346666666666668,-0.04,0.32,0.13
-0.0008316,0.02,0.36,0.10
0.0,-0.03,0.40,0.10
-0.0016657500000000001,-0.03,0.40,0.10
-0.0008341500000000001,-0.07,0.41,0.18
-0.0008372000000000001,-0.11,0.42,0.11
-0.0008300666666666667,-0.12,0.44,0.16
-0.0008341500000000001,-0.26,0.57,-0.04
-0.0008321166666666668,-0.27,0.68,0.12
-0.00083465,-0.01,0.75,0.06
-0.0008326333333333334,-0.19,0.56,-0.19
-0.0008341500000000001,-0.03,0.57,0.09
-0.0008326166666666666,-0.06,0.41,-0.02
-0.0008336333333333333,-0.01,0.43,0.02
-0.0008326166666666666,-0.03,0.34,0.07
-0.0008341500000000001,-0.02,0.40,0.07
-0.0008326166666666666,0.02,0.32,-0.00
-0.0008346666666666668,0.15,0.47,-0.02
-0.0008321166666666668,0.13,0.63,0.12
-0.0008341333333333334,-0.10,0.38,0.16
-0.0008326333333333334,-0.03,0.69,0.30
-0.0008336333333333333,-0.07,0.94,0.19
-0.0008331333333333334,-0.24,0.56,0.13
-0.0008331333333333334,-0.11,0.43,0.11
-0.0008331166666666667,-0.11,0.35,0.11
-0.0008341500000000001,-0.08,0.21,0.02
-0.0008321166666666668,-0.07,0.23,0.06
-0.0008351666666666667,-0.08,0.33,0.11
-0.0008321166666666668,0.05,0.43,0.16
-0.0008336333333333333,-0.21,0.47,0.21
-0.0008331333333333334,-0.15,0.42,0.26
-0.0008336333333333333,-0.11,0.44,0.11
-0.0008336333333333333,-0.19,0.70,-0.02
-0.0008331333333333334,-0.18,0.46,0.30
-0.0008326166666666666,0.11,0.87,-0.04
-0.0008341500000000001,-0.21,0.53,0.00
-0.0008326166666666666,-0.08,0.54,0.02
-0.0008341500000000001,-0.05,0.42,0.06
-0.0008326333333333334,-0.05,0.39,0.08
-0.0008336333333333333,-0.00,0.34,0.06
-0.0008331333333333334,-0.00,0.37,0.09
-0.0008341500000000001,0.04,0.42,0.02
-0.0008326166666666666,-0.04,0.45,0.06
-0.0016667666666666668,-0.00,0.48,0.07
-0.0008341500000000001,-0.24,0.85,0.21
-0.0008326166666666666,-0.19,0.49,0.14
-0.0008341500000000001,-0.09,0.50,0.08
-0.0008321166666666668,-0.16,0.36,0.11
-0.00083465,-0.12,0.36,0.12
-0.0008321166666666668,-0.07,0.28,0.03
-0.0008341500000000001,-0.07,0.30,0.10
-0.0008326166666666666,-0.01,0.39,0.10
-0.0008336333333333333,-0.11,0.40,0.15
-0.0008321166666666668,-0.09,0.43,0.22
-0.0008356666666666667,-0.20,0.47,0.25
-0.0008311,-0.09,0.54,0.06
-0.0008351666666666667,-0.27,0.70,0.09
-0.0008321166666666668,-0.19,0.68,0.09
-0.0008336333333333333,0.04,0.59,-0.05
-0.0008326166666666666,-0.16,0.61,-0.05
-0.0008346666666666668,-0.12,0.43,-0.01
-0.0008321000000000001,-0.11,0.44,0.04
-0.0008346666666666668,0.00,0.43,0.06
-0.0008321000000000001,0.02,0.37,0.16
-0.0008346666666666668,0.06,0.35,0.03
-0.0008321000000000001,0.10,0.45,0.03
-0.0008346666666666668,-0.00,0.49,-0.01
-0.0008321166666666668,-0.10,0.51,0.05
-0.0008336333333333333,-0.04,0.50,0.15
-0.0008331333333333334,-0.06,0.57,0.20
-0.0008336333333333333,-0.18,0.84,0.20
-0.0008326166666666666,-0.07,0.70,0.11
-0.0008341500000000001,-0.19,0.41,0.11
-0.0008326166666666666,-0.14,0.36,0.11
-0.0008341500000000001,-0.09,0.23,0.03
-0.0008321166666666668,-0.12,0.27,0.08
-0.0008351666666666667,-0.08,0.36,0.04
-0.0008321166666666668,0.00,0.28,0.05
-0.0008336333333333333,0.05,0.41,0.22
-0.0008331333333333334,-0.10,0.49,0.26
-0.0008336333333333333,-0.17,0.48,0.24
-0.0008331333333333334,-0.24,0.67,-0.17
-0.0008336333333333333,-0.18,0.83,0.42
-0.0008326166666666666,-0.08,0.69,-0.10
-0.0008341500000000001,-0.13,0.56,-0.08
-0.0008321166666666668,-0.07,0.48,-0.07
-0.00083465,-0.06,0.41,0.08
-0.0008331333333333334,-0.02,0.38,0.16
-0.0008336333333333333,0.00,0.36,0.12
-0.0008331333333333334,0.14,0.33,0.02
-0.0008341500000000001,0.02,0.44,0.02
-0.0008316,-0.06,0.51,0.02
-0.0008346666666666668,-0.05,0.52,0.16
-0.0008321000000000001,0.01,0.49,0.21
-0.0008346666666666668,-0.09,0.79,0.31
-0.0008321000000000001,-0.26,0.84,0.15
-0.0008346666666666668,-0.07,0.32,0.12
-0.0008321166666666668,-0.21,0.33,0.16
-0.0008336333333333333,-0.16,0.27,0.10
-0.0008336333333333333,-0.11,0.28,0.06
-0.0008331333333333334,-0.10,0.35,0.09
-0.0008326166666666666,0.02,0.31,0.09
-0.0008346666666666668,0.00,0.46,0.13
-0.00083465,-0.12,0.46,0.23
-0.0008336333333333333,-0.08,0.44,0.26
-0.0008316166666666667,-0.19,0.46,0.11
-0.0008341333333333334,-0.12,0.73,0.04
-0.0009984333333333333,-0.24,0.74,0.35
-0.0008331333333333334,-0.08,0.59,-0.24
-0.0008341500000000001,-0.13,0.57,0.03
-0.0008321166666666668,-0.05,0.49,-0.02
-0.00083465,-0.05,0.42,0.03
-0.0008326166666666666,-0.03,0.37,0.04
-0.0008341500000000001,0.00,0.34,0.08
-0.0008331333333333334,0.03,0.37,0.04
-0.0008336333333333333,-0.02,0.44,-0.01
-0.0008326333333333334,0.05,0.50,0.08
-0.00083465,0.01,0.45,0.10
-0.0008316,0.06,0.56,0.24
-0.0008341500000000001,-0.08,0.94,0.21
-0.0008331333333333334,-0.30,0.67,0.15
-0.0008336333333333333,-0.20,0.37,0.12
-0.0016927166666666667,-0.13,0.24,0.03
0.0,-0.02,0.24,0.03
-0.00080565,-0.02,0.24,0.03
-0.0008346666666666668,0.11,0.40,0.06
-0.0008321166666666668,-0.05,0.42,0.18
-0.0008356666666666667,-0.05,0.41,0.26
-0.0009984333333333333,-0.23,0.36,0.22
-0.0008326166666666666,-0.11,0.66,-0.18
-0.0008341500000000001,-0.10,0.75,0.40
-0.0008331333333333334,-0.04,0.63,-0.36
-0.0008331333333333334,-0.11,0.65,0.18
-0.0008331166666666667,-0.07,0.58,0.03
-0.0008341500000000001,-0.15,0.38,0.05
-0.0008326166666666666,-0.02,0.38,-0.01
-0.0008341500000000001,0.01,0.32,0.05
-0.0008326333333333334,0.08,0.32,-0.01
-0.0008341333333333334,0.04,0.44,0.01
-0.0008326333333333334,-0.04,0.53,0.09
-0.0008341500000000001,0.02,0.52,0.16
-0.0008326166666666666,-0.09,0.67,0.22
-0.0008336333333333333,-0.41,0.96,0.15
-0.0008331333333333334,-0.28,0.59,0.05
-0.0008336333333333333,-0.19,0.48,0.07
-0.00083365,-0.11,0.39,0.06
-0.0008331166666666667,-0.18,0.23,0.00
-0.0008331333333333334,-0.11,0.32,0.09
-0.0008336333333333333,-0.07,0.39,0.15
-0.0008326333333333334,-0.11,0.45,0.26
-0.0008341500000000001,-0.11,0.51,0.35
-0.0008326166666666666,-0.16,0.48,0.24
-0.0008331333333333334,-0.28,0.52,0.14
-0.0008341333333333334,-0.12,0.54,0.07
-0.0008326333333333334,-0.32,0.28,-0.04
-0.0008331166666666667,-0.17,0.57,-0.14
-0.0008341500000000001,-0.08,0.51,0.04
-0.00083365,-0.07,0.51,-0.03
-0.0008331166666666667,-0.05,0.47,0.03
-0.0008321166666666668,-0.09,0.48,0.01
-0.0008346666666666668,-0.11,0.48,0.01
-0.0008321000000000001,-0.10,0.47,-0.01
-0.0008341500000000001,-0.11,0.48,-0.03
-0.0008331333333333334,-0.15,0.47,-0.02
-0.0008331333333333334,-0.13,0.51,-0.06
-0.0008331166666666667,-0.14,0.49,0.00
-0.0008341500000000001,-0.12,0.45,-0.01
-0.0008326333333333334,-0.07,0.52,-0.00
-0.0008341333333333334,-0.17,0.59,0.09
-0.0008326333333333334,-0.23,0.58,-0.03
-0.0008336333333333333,-0.42,0.59,-0.11
-0.0008331333333333334,-0.23,0.56,-0.04
-0.0008331333333333334,-0.01,0.51,0.01
-0.0008341333333333334,-0.12,0.47,0.12
-0.0008326333333333334,-0.19,0.29,0.03
-0.0008341500000000001,-0.13,0.28,0.02
-0.0008326166666666666,-0.07,0.28,0.06
-0.0008326166666666666,0.01,0.18,0.06
-0.00083465,0.04,0.38,0.05
-0.0008326333333333334,-0.08,0.40,0.16
-0.0008336333333333333,-0.14,0.48,0.35
-0.0008326166666666666,-0.12,0.49,0.08
-0.00083365,-0.21,0.50,0.21
-0.0008331166666666667,-0.11,0.56,-0.03
-0.0008341500000000001,-0.17,0.83,0.26
-0.0008326166666666666,-0.18,0.51,-0.15
-0.0008341500000000001,-0.04,0.79,-0.05
-0.0016662666666666668,-0.05,0.42,0.02
-0.0008326166666666666,-0.04,0.32,0.01
-0.0008351666666666667,-0.01,0.33,0.15
-0.0008336333333333333,-0.03,0.30,0.07
-0.0008326333333333334,-0.01,0.39,-0.02
-0.0008321000000000001,0.10,0.59,0.01
-0.0008341500000000001,0.07,0.63,0.15
-0.0008326166666666666,-0.07,0.48,0.22
-0.0008346666666666668,-0.27,0.68,0.27
-0.0008321166666666668,-0.15,0.97,0.10
-0.0008341333333333334,-0.17,0.36,0.09
-0.00083365,-0.11,0.34,0.09
-0.0008331333333333334,-0.11,0.27,0.06
-0.0008331166666666667,-0.08,0.19,-0.00
-0.0008331333333333334,0.01,0.18,0.05
-0.0008331333333333334,0.13,0.43,0.19
-0.0008341500000000001,-0.18,0.49,0.16
-0.0008326166666666666,-0.25,0.47,0.31
-0.0008336333333333333,-0.17,0.59,0.16
-0.0008326333333333334,-0.07,0.62,-0.27
-0.0008336333333333333,-0.11,0.86,0.39
-0.0008326166666666666,-0.24,0.57,-0.21
-0.0008341500000000001,-0.05,0.57,0.02
-0.0008331333333333334,-0.07,0.40,0.04
